,Street,Num of rooms,Floor,Price,Bars,Furniture,Elevator,Terrace,Parking,Size of house per mm,Numbers_for_Type_house_in_df,Numbers_for_Cities_in_df
4148,הרצל,4.0,3,1150000.0,1,1,2,2,2,95.0,1,8
4149,ש''י עגנון,5.0,7,1200000.0,2,2,2,2,2,220.0,9,60
4150,דרך זאב ז'בוטינסקי,3.0,5,1630000.0,1,1,2,1,1,90.0,1,19
4151,אליהו בן חור,4.0,1,2030000.0,1,1,2,1,2,108.0,1,19
4152,מבצע יפתח ,5.0,6,2200000.0,1,1,2,2,2,124.0,1,19
4153,אלנבי 59,3.0,1,3650000.0,1,1,1,2,1,85.0,1,3
4154,ההסתדרות,3.0,0,1600000.0,1,1,1,2,1,65.0,3,10
4155,הגליל,5.0,9,4000000.0,1,2,1,2,2,275.0,6,100
4156,משה ברזאני,5.0,1,4450000.0,2,1,2,2,2,135.0,1,369
4157,טובה וטוביה מילר,3.0,2,1540000.0,1,1,2,1,2,85.0,1,14
4158,אלמליח,4.0,0,2600000.0,2,2,1,1,2,95.0,3,6
4159,יחיאל וייסנברג,3.0,2,700000.0,1,1,1,2,2,74.0,1,22
4160,הצנחנים 25,4.0,3,1650000.0,1,1,2,1,2,88.0,1,370
4161,התקווה,5.0,0,1370000.0,2,1,1,2,2,150.0,3,13
4162,רות,4.0,0,1800000.0,1,1,1,1,2,100.0,7,19
4163,פרופסור אהרון צ'חנובר,5.0,2,2390000.0,1,1,2,2,2,125.0,1,14
4164,גולומב,7.0,0,2500000.0,1,1,1,2,2,270.0,2,214
4165,דרך צרפת 68ב,3.0,2,1250000.0,1,2,1,2,1,90.0,7,11
4166,חיים משה שפירא,3.0,0,1700000.0,2,1,1,2,1,87.0,5,37
4167,שפירא 15,4.0,3,2850000.0,2,1,2,2,2,120.0,1,1
4168,מניה שוחט,2.0,3,1160000.0,1,2,1,2,1,62.0,1,9
4169,יוניצמן,5.0,0,4000000.0,1,1,1,1,1,120.0,10,3
4170,מבצע עובדה,4.0,2,1170000.0,2,1,2,2,2,130.0,1,103
4171,פרי מגדים,3.0,0,680000.0,2,1,1,2,2,74.0,7,188
4172,מבצע יואב,3.0,1,850000.0,1,1,1,1,1,73.0,1,23
4173,תל לכיש,4.0,2,850000.0,1,1,2,2,2,100.0,1,68
4174,הפרדס,4.0,11,1100000.0,1,1,1,2,2,105.0,1,20
4175,כליל החורש 169,4.0,0,1700000.0,2,2,1,1,2,110.0,5,371
4176,יצחק גרינבוים,4.0,3,870000.0,1,1,1,1,2,80.0,1,8
4177,הדקל,4.0,0,2170000.0,1,1,1,1,2,170.0,2,297
4178,הנגב,6.0,0,2200000.0,2,1,1,2,2,240.0,5,13
4179,שער הגיא,5.0,7,1175000.0,2,2,2,1,2,142.0,1,23
4180,נשר,4.0,8,1185000.0,1,2,2,2,2,114.0,1,8
4181,העצמאות,6.0,0,3100000.0,2,2,2,2,1,274.0,7,4
4182,יחיאל וייסנברג,3.0,2,850000.0,1,2,1,1,1,76.0,1,22
4183,גרינברג 9 ,6.0,1,2450000.0,2,1,2,1,2,115.0,1,10
4184,דרך רזיאל,4.0,1,1390000.0,1,2,2,1,2,90.0,1,25
4185,שאול המלך,4.0,1,680000.0,1,1,1,1,2,100.0,1,42
4186,רחבת יששכר 9 ,4.0,4,777000.0,1,2,1,2,2,96.0,1,58
4187,מצפה האגם,4.0,3,890000.0,1,1,1,1,2,105.0,1,87
4188,עמק חברון,4.0,4,650000.0,2,1,1,2,1,97.0,1,143
4189,יהושע גיבשטיין,3.0,2,1860000.0,2,2,2,1,2,68.0,1,9
4190,הרותם,3.0,2,1470000.0,2,2,1,1,2,70.0,1,9
4191,סרלין,4.0,3,2150000.0,1,2,2,1,2,85.0,1,3
4192,נחום שריג,4.0,1,1190000.0,1,1,2,2,2,95.0,1,23
4193,אליעזר שמאלי,5.0,1,1500000.0,1,1,2,2,2,154.0,1,23
4194,חים בר לב,3.0,1,1780000.0,2,1,2,2,2,72.0,1,3
4195,לילינבלום,5.0,7,1370000.0,1,1,2,2,2,130.0,1,78
4196,דב הוז,4.0,2,1650000.0,1,2,1,1,2,83.0,1,10
4197,התותחנים,2.0,3,1150000.0,1,1,1,1,2,50.0,1,10
4198,שושנה דמארי,5.0,0,2100000.0,1,2,2,2,2,137.0,8,7
4199,ספיר,6.0,0,2650000.0,1,1,1,2,2,218.0,2,213
4200,משעול האהבה,4.0,2,2560000.0,1,1,2,1,2,110.0,7,84
4201,האגוז,5.0,17,4100000.0,1,1,2,2,2,206.0,8,27
4202,התלמוד,3.0,2,560000.0,1,2,1,1,1,61.0,1,23
4203,יהודה רגוניס,6.0,2,2950000.0,1,2,2,2,2,150000.0,8,9
4204,המורן,4.0,2,1500000.0,1,2,1,2,2,130.0,1,14
4205,ירושלים,4.0,1,800000.0,1,1,2,1,2,100.0,1,60
4206,התפוז,6.0,0,2740000.0,2,1,1,2,1,225.0,3,45
4207,אלי כהן,4.0,2,1750000.0,2,2,1,1,2,95.0,1,10
4208,הגליל,6.0,1,1260000.0,1,1,1,2,2,200.0,1,72
4209,יהושע רבינוביץ,6.0,9,3250000.0,2,2,2,2,2,285.0,9,10
4210,הרב מיימון,4.0,3,1135000.0,1,1,1,1,1,89.0,1,7
4211,ד''ר יהושע טהוןן,4.0,3,1750000.0,1,1,2,1,2,100.0,1,25
4212,פול סזאן,6.0,0,2860000.0,2,2,1,2,2,170.0,2,78
4213,brielle,4.0,0,1600000.0,1,2,1,2,2,200.0,1,372
4214,הרדוף הנחלים,10.0,0,3300000.0,2,2,1,1,2,440.0,4,140
4215,שמואל סלנט,3.0,3,1300000.0,1,1,1,2,1,95.0,1,19
4216,יאנוש קורצ'אק,3.0,3,1300000.0,1,2,1,1,2,61.0,1,25
4217,הדרור,3.0,1,1250000.0,2,1,1,1,1,73.0,1,69
4218,החשמונאים,4.0,26,3200000.0,2,2,2,2,2,90.0,1,3
4219,יוחנן הסנדלר,5.0,36,8550000.0,1,1,2,2,2,170.0,9,17
4220,דרך הציונות 79,4.0,6,1380000.0,2,2,2,2,2,120.0,1,82
4221,ד''ר הרמן מאאס,4.0,8,1780000.0,2,2,2,2,2,90.0,1,14
4222,נחום גולדמן,4.0,0,1150000.0,2,1,2,2,2,107.0,1,23
4223,ד''ר יוחנן בדר,6.0,0,2000000.0,1,1,1,1,1,550.0,10,23
4224,יוסף קארו,5.0,2,1880000.0,1,2,2,2,2,130.0,1,19
4225,אפון,4.0,0,1550000.0,1,1,1,2,2,100.0,8,77
4226,מלחמת ששת הימים,5.0,7,1460000.0,1,2,2,2,2,163.0,1,16
4227,ניסים אלוני 19,3.0,18,7300000.0,1,2,2,2,2,135.0,1,3
4228,סמילנסקי,4.0,4,1650000.0,1,2,2,1,2,100.0,1,25
4229,אלעזר בן יאיר,3.0,1,630000.0,2,2,1,1,2,75.0,1,65
4230,חרובים,7.0,0,1950000.0,2,2,1,2,2,180.0,2,57
4231,מעלות,3.0,7,1400000.0,1,1,2,1,1,75.0,1,10
4232,אין,4.0,3,850000.0,1,1,2,2,2,102.0,1,47
4233,אבן גבירול,4.0,3,1540000.0,2,2,1,2,2,130.0,6,10
4234,קרית יערים,10.0,6,5100000.0,2,1,2,2,2,270.0,4,108
4235,הנורית,3.0,4,1125000.0,2,1,1,1,2,63.0,1,373
4236,נתיב המזלות ,4.0,0,1400000.0,2,1,1,1,1,90.0,1,6
4237,ניצנית,3.0,0,1500000.0,2,2,1,1,1,80.0,7,182
4238,צה''ל ,4.0,4,1650000.0,2,2,1,1,2,72.0,1,19
4239,שדה בוקר,3.0,1,610000.0,1,2,1,1,1,75.0,1,78
4240,השיבולים,4.0,0,1000000.0,1,2,1,1,1,114.0,1,60
4241,הזית,1.0,0,1450000.0,1,1,1,1,2,500.0,10,200
4242,חיל האוויר,4.0,2,2300000.0,1,1,2,2,2,120.0,1,9
4243,פרופ יובל נאמן,5.0,5,4360000.0,1,1,2,2,2,136.0,1,3
4244,יחיאל,6.0,0,1500000.0,1,1,1,1,1,203.0,1,11
4245,אוהל יעקב,1.0,4,710000.0,2,1,1,2,2,93.0,1,37
4246,קיבוץ גלויות,3.0,0,1300000.0,2,1,1,2,1,60.0,1,17
4247,דקל,5.0,4,2500000.0,1,1,2,1,2,140.0,1,52
4248,אושיסקין,3.0,0,2600000.0,1,1,1,2,1,80.0,1,6
4249,קדושי בלזן,3.0,2,1330000.0,1,1,2,2,2,80.0,1,4
4250,הגליל ,3.0,1,1250000.0,2,2,1,2,1,75.0,1,11
4251,ש.ז.לוין,4.0,2,2700000.0,1,1,2,2,2,110.0,1,21
4252,מורד נחל פרת,3.0,0,2000000.0,1,1,1,1,1,100.0,5,375
4253,הרקפת,7.0,0,3820000.0,1,2,1,2,2,280.0,5,142
4254,גיבורי ישראל,3.0,2,490000.0,1,1,1,1,2,50.0,1,188
4255,עליזה יאנסן,3.0,3,850000.0,1,2,1,1,2,74.0,1,22
4256,תירוש,3.0,3,1295000.0,2,1,1,2,2,61.0,1,6
4257,יצחק בן צבי,3.0,1,1490000.0,2,2,1,2,2,95.0,1,19
4258,כצנלסון,3.0,3,1300000.0,1,1,2,2,2,85.0,1,9
4259,מקדונלדד,4.0,6,1850000.0,1,1,2,1,2,98.0,1,25
4260,גדליהו,3.0,3,975000.0,1,1,1,2,2,85.0,1,11
4261,ההסתדרות,3.0,3,660000.0,2,2,1,1,2,72.0,1,13
4262,גדליהו,3.0,3,975000.0,2,2,1,2,2,85.0,1,11
4263,הרב מיימון,3.0,3,1550000.0,2,1,2,1,2,70.0,1,17
4264,שדרות פנחס לבון 26,3.0,2,1280000.0,1,2,2,1,2,78.0,1,25
4265,יעקב,4.0,2,1775000.0,1,1,2,2,2,105.0,1,14
4266,יונתן נתניהו,5.0,11,1690000.0,2,1,2,2,2,147.0,1,13
4267,ההגנה 31,4.0,0,2450000.0,2,1,1,2,1,100.0,1,17
4268,יעקב,4.0,2,1839000.0,2,1,2,2,2,100.0,1,14
4269,רב אשי,5.0,4,6500000.0,2,2,2,2,2,170.0,1,3
4270,אליהו הנביא ,3.0,10,510000.0,1,2,2,1,2,72.0,1,23
4271,בנימין,3.0,2,1470000.0,1,1,1,2,2,91.0,1,14
4272,אריה בן אליעזר,4.0,2,1670000.0,1,1,2,1,2,90.0,1,9
4273,מורדי הגטאות,4.0,0,2470000.0,1,1,1,2,2,340.0,5,9
4274,נתן אלבז,5.0,13,1850000.0,1,2,2,2,2,146.0,9,58
4275,יעקב,3.0,2,1590000.0,1,1,2,2,2,80.0,1,14
4276,צונדק,3.0,2,1650000.0,2,1,1,2,2,65.0,1,6
4277,שדרות העצמאות,2.0,0,670000.0,2,1,1,1,1,45.0,1,17
4278,"צה""ל 11",3.0,1,600000.0,2,1,2,1,2,62.0,1,87
4279,"צה""ל",3.0,1,600000.0,2,1,2,1,2,62.0,1,87
4280,מלווין קלווין,5.0,3,2000000.0,1,1,2,2,2,125.0,1,134
4281,שלום עליכם,4.0,3,870000.0,1,1,1,1,2,115.0,1,78
4282,העצמאות,4.0,2,850000.0,1,1,1,1,2,117.0,1,78
4283,הרצל,4.0,2,950000.0,1,1,1,1,1,105.0,1,78
4284,חז''ל,6.0,0,1350000.0,2,2,1,2,2,127.0,5,23
4285,דרך מנחם בגין,3.0,14,3100000.0,1,1,2,2,2,68.0,1,3
4286,ישעיהו,3.0,2,3950000.0,1,2,1,2,1,72.0,1,3
4287,ההגנה,3.0,3,1500000.0,1,2,1,1,1,70.0,1,36
4288,אסירי ציון,4.0,5,2690000.0,2,1,2,2,2,113.0,1,3
4289,שלמה המלך,5.0,9,2850000.0,1,1,1,2,2,200.0,8,27
4290,הקונגרס,4.0,1,1890000.0,1,1,1,1,2,80.0,1,10
4291,האלונים,4.0,0,2500000.0,2,1,2,2,2,150.0,7,41
4292,בן גוריון,4.0,8,1500000.0,2,1,2,1,1,97.0,1,7
4293,ההסתדרות,3.0,4,1470000.0,1,1,1,2,2,100.0,1,10
4294,עוזי חיטמן,5.0,1,1680000.0,1,1,2,2,2,123.0,1,64
4295,הרב בר אילן,3.0,0,1720000.0,1,1,1,1,1,65.0,1,36
4296,אנה פרנק,4.0,4,1850000.0,1,2,2,2,2,110.0,1,19
4297,תרשיש,5.0,3,3490000.0,1,1,2,2,2,150.0,3,75
4298,הכנסת 9,2.0,0,670000.0,2,2,1,1,2,50.0,1,23
4299,הרב משולם ראט,3.0,3,1200000.0,1,1,1,2,1,54.0,1,25
4300,אנילביץ',4.0,4,1350000.0,2,2,1,1,2,85.0,1,10
4301,א.ד. גורדון,4.0,0,1480000.0,2,1,2,1,2,89.0,1,14
4302,האלונים,5.0,3,2480000.0,1,1,2,2,2,126.0,1,41
4303,הדר,5.0,4,2805275.0,1,1,2,2,2,118.0,1,21
4304,וייצמן,4.0,1,2150000.0,2,1,2,2,2,123.0,1,84
4305,שמחה הולצברג,5.0,4,2150000.0,1,1,2,2,2,110.0,8,6
4306,דרך זאב ז'בוטינסקי,4.0,4,1750000.0,2,2,1,1,2,90.0,1,36
4307,ביאליק38,5.0,4,2050000.0,1,1,2,2,2,150.0,1,4
4308,בוגנים אהרון,3.0,5,1520000.0,2,2,2,1,2,80.0,1,7
4309,אריק אינשטיין,3.0,4,3200000.0,1,2,2,2,2,100.0,1,21
4310,גולדה מאיר,4.0,7,2600000.0,1,2,2,2,2,117.0,1,20
4311,ישראליס,3.0,0,3200000.0,2,1,1,1,1,55.0,7,3
4312,שדרות ההגנה,4.0,4,929000.0,1,2,1,1,2,97.0,1,11
4313,המלחים 5,8.0,0,3490000.0,2,2,1,2,2,300.0,4,13
4314,קרן היסוד,7.0,0,4500000.0,1,1,1,2,2,240.0,4,91
4315,נחל קדומים,10.0,0,6500000.0,2,1,1,2,2,1000.0,4,376
4316,הר הצופים,4.0,2,1890000.0,1,2,2,2,2,105.0,1,14
4317,שבתאי הנגבי 67,6.0,3,2380000.0,2,1,1,2,2,160.0,1,6
4318,המצביאים,3.0,4,1170000.0,2,1,2,1,2,72.0,1,26
4319,יבנה,5.0,3,8000000.0,1,1,2,2,2,120.0,9,3
4320,ברוך שפינוזה,3.0,4,1530000.0,1,1,1,1,2,70.0,1,14
4321,אהרון לובלין,3.0,4,1150000.0,1,1,2,1,2,74.0,1,26
4322,יציאה לשדרות מנחם בגין,3.0,1,1000000.0,1,1,2,2,2,65.0,1,16
4323,יהודה הנשיא,4.0,3,1750000.0,1,1,2,1,2,100.0,1,25
4324,ביאליק,5.0,0,1250000.0,2,1,1,2,2,138.0,3,12
4325,מזל תאומים,3.0,2,1540000.0,2,1,2,1,2,80.0,1,6
4326,סמולנסקין ,5.0,2,7000000.0,1,2,1,1,1,130.0,1,3
4327,האורן,6.0,0,1900000.0,1,2,1,2,2,200.0,4,78
4328,שדרות וייצמן,4.0,1,830000.0,1,1,1,1,1,97.0,1,98
4329,הצאלה 3,4.0,5,1050000.0,2,2,2,2,2,107.0,1,98
4330,אברהם שטרן,3.0,1,1350000.0,2,1,1,2,2,56.0,1,6
4331,אוסקר שינדלר 32,4.0,2,1390000.0,1,1,2,2,2,124.0,1,23
4332,כצנלסון,2.0,3,1550000.0,2,1,1,1,1,52.0,1,66
4333,האילנות,4.0,0,2200000.0,2,1,1,1,2,123.0,2,377
4334,הרב קוק,5.0,1,2400000.0,1,2,2,2,2,120.0,1,17
4335,הנחשול ,3.0,6,1840000.0,1,1,2,2,2,80.0,1,9
4336,צבי הירש קלישר,4.0,1,1740000.0,1,2,2,2,2,97.0,1,19
4337,הרב מכלוף יאנה,4.0,2,1700000.0,1,1,2,2,2,100.0,1,25
4338,דרך בן גוריון,2.0,2,1470000.0,1,2,1,2,1,65.0,1,1
4339,דרור,3.0,4,1470000.0,1,2,1,2,1,90.0,1,9
4340,קרן היסוד,3.0,2,1650000.0,1,2,1,1,2,90.0,1,9
4341,יהודה הלוי,5.0,4,2200000.0,1,2,2,2,2,190.0,6,9
4342,הרצל,3.0,3,1550000.0,1,2,2,1,1,90.0,1,9
4343,אסירי ציון 24,5.0,12,2630000.0,2,1,2,2,2,133.0,1,19
4344,רוטשילד,4.0,1,1650000.0,1,2,2,1,2,115.0,1,19
4345,ברקת,5.0,4,1280000.0,1,1,2,2,2,105.0,6,47
4346,השומרים,6.0,0,3200000.0,2,1,1,2,2,180.0,4,378
4347,הראשונים,2.0,1,1550000.0,1,1,1,1,2,54.0,1,1
4348,הנרקיסים 48,5.0,0,1850000.0,1,1,1,1,2,151.0,5,119
4349,ברק,4.0,6,1450000.0,2,1,2,1,2,86.0,1,26
4350,הציונות,5.0,3,2500000.0,1,1,2,2,2,150.0,1,4
4351,אצ''ל,5.0,0,1430000.0,2,2,1,1,2,150.0,3,57
4352,לייב יפה,8.0,0,5850000.0,2,1,1,2,2,224.0,3,6
4353,קק''ל,4.0,4,1699000.0,1,1,2,2,2,100.0,1,19
4354,שלדג,6.0,0,3990000.0,1,1,1,1,2,330.0,4,379
4355,הסביון,6.0,0,2690000.0,1,2,1,2,2,600.0,5,380
4356,עבאס,3.0,5,1250000.0,1,1,2,2,1,100.0,1,11
4357,ההגנה,3.0,3,1600000.0,2,2,1,2,1,100.0,1,10
4358,יצחק שדה,3.0,3,1960000.0,2,1,2,2,2,97.0,1,17
4359,אודם,5.0,1,1790000.0,2,1,1,2,2,153.0,8,73
4360,הררי,4.0,4,1630000.0,1,2,2,2,2,115.0,1,1
4361,רחבעם זאבי,2.0,3,1270000.0,1,1,1,1,1,55.0,1,10
4362,שדרות יצחק רגר,3.0,4,1200000.0,1,2,1,1,1,82.0,1,23
4363,אורט,4.0,5,1380000.0,2,2,2,2,2,111.0,1,13
4364,אנילביץ,3.0,3,2400000.0,2,1,1,2,2,66.0,1,36
4365,הכלנית ,3.0,0,1400000.0,1,1,2,1,1,158.0,7,4
4366,אלנבי ,2.0,4,900000.0,1,1,1,2,2,65.0,1,11
4367,שדרות נהר הירדן,4.0,3,1720000.0,2,2,2,2,2,108.0,1,32
4368,יוטקובסקי,4.0,4,2400000.0,1,1,2,2,2,110.0,1,19
4369,קהילת ביאליסטוק,3.0,0,3950000.0,1,1,1,1,1,70.0,7,381
4370,דבורה הנביאה,10.0,0,8000000.0,2,1,1,2,2,500.0,4,9
4371,בלפור,5.0,1,1550000.0,1,1,2,2,2,130.0,1,13
4372,מיכשווילי,3.0,2,1290000.0,2,2,1,1,2,90.0,1,4
4373,זבוטינסקי ,4.0,9,3700000.0,1,1,2,1,1,110.0,1,1
4374,הרב פרץ ציוני,5.0,2,1090000.0,1,1,2,2,2,125.0,1,60
4375,רחוב ירושלים 12,3.0,2,500000.0,2,2,1,2,2,76.0,1,37
4376,האורנים,2.0,1,620000.0,1,2,1,1,2,50.0,1,207
4377,מונטיפיורי,2.0,4,980000.0,1,1,1,1,1,52.0,1,10
4378,יונה וולך 2,5.0,0,2950000.0,2,1,2,1,2,120.0,8,7
4379,נחל לכיש,4.0,9,2250000.0,2,1,2,2,2,155.0,9,4
4380,שער העמקים,6.0,0,3600000.0,2,2,1,2,2,230.0,7,20
4381,שאול המלך,6.0,0,3490000.0,2,1,2,2,2,196.0,7,20
4382,"שד""רוטשלד",3.0,0,1000300.0,2,1,1,1,1,104.0,7,16
4383,הרב מצליח,3.0,4,1370000.0,2,2,1,2,2,65.0,1,36
4384,גבעת קנדה,5.0,1,2750000.0,2,1,2,2,2,120.0,1,6
4385,האודם 11,5.0,7,2250000.0,1,1,2,2,2,125.0,1,41
4386,גשר עד הלום,4.0,3,1750000.0,1,1,2,2,2,137.0,1,4
4387,גבאטמלה,2.0,0,1200000.0,2,2,1,1,1,56.0,1,6
4388,אליהו מירון,6.0,0,3000000.0,1,1,1,2,2,180.0,2,67
4389,אפרים קישון,4.0,1,1950000.0,2,1,2,2,2,105.0,1,41
4390,אלנבי,3.0,3,500000.0,2,1,2,2,1,65.0,1,3
4391,"החיד""א 20",2.0,3,2000000.0,1,2,1,2,1,64.0,1,6
4392,שונית,5.0,2,1870000.0,1,2,1,2,2,140.0,8,7
4393,המוריה,5.0,0,2000000.0,1,2,1,2,2,145.0,5,288
4394,צדקת יוסף,2.0,1,999000.0,2,2,1,1,2,52.0,1,4
4395,הלב,4.0,3,1790000.0,2,1,2,1,2,98.0,1,67
4396,ד''ר אמיל זומרשטיין 4,5.0,1,1750000.0,2,2,2,1,2,107.0,1,25
4397,רוטשילד,4.0,4,1500000.0,1,1,2,2,2,100.0,1,19
4398,אין,3.0,0,850000.0,1,1,1,2,2,64.0,5,382
4399,מעפילי אגוז,4.0,4,1550000.0,1,1,1,2,2,100.0,1,3
4400,התאנה,4.0,4,2100000.0,1,2,2,2,2,100.0,1,10
4401,אחד העם,3.0,1,1285000.0,1,1,2,1,2,75.0,1,14
4402,כובשי אילת,3.0,3,350000.0,1,2,1,1,2,60.0,1,68
4403,מרדכי מקלף,4.0,1,1680000.0,1,1,2,1,2,100.0,1,10
4404,הצנחנים,4.0,5,825000.0,2,2,2,2,2,125.0,1,37
4405,הגפן,5.0,0,1750000.0,1,1,1,1,1,160.0,2,297
4406,אליהו בן חור,4.0,1,950000.0,2,2,2,1,2,110.0,1,23
4407,עוזי נרקיס,5.0,6,2390000.0,2,2,2,2,2,120.0,1,10
4408,אירוס,4.0,1,1300000.0,1,1,2,2,2,105.0,1,57
4409,צופית,3.0,1,1350000.0,1,1,1,1,1,76.0,1,11
4410,בת חן,5.0,0,2490000.0,1,2,1,1,2,130.0,7,11
4411,בצלאל אשכנזי,4.0,2,2050000.0,1,1,1,2,1,80.0,1,6
4412,האלונים,4.0,1,2060000.0,2,2,2,2,2,116.0,1,25
4413,אצ''ל,3.0,1,1450000.0,1,1,1,1,1,77.0,1,19
4414,מגורי חיים כהן ,5.0,1,1950000.0,2,1,2,2,2,124.0,1,25
4415,המחתרת,4.0,4,2100000.0,1,1,2,1,2,102.0,1,1
4416,נחל ערוגות,4.0,2,1630000.0,2,1,1,2,2,117.0,1,32
4417,הגיא,3.0,2,1550000.0,2,1,1,2,2,85.0,1,108
4418,האתרוג 15,4.0,3,4480000.0,2,1,1,2,1,184.0,8,3
4419,דולצ'ין,4.0,3,3939000.0,1,1,2,2,2,101.0,1,3
4420,דרך בן גוריון,3.0,4,2190000.0,1,2,2,1,1,85.0,1,17
4421,צה''ל,4.0,2,1870000.0,1,1,1,2,2,92.0,1,27
4422,הסחלב,4.0,1,910000.0,1,2,1,1,2,122.0,8,92
4423,כצנלסון,4.0,3,2150000.0,1,1,2,1,2,95.0,1,9
4424,הכפיר,6.0,0,4600000.0,1,1,1,2,2,280.0,3,6
4425,שקד,3.0,1,1950000.0,2,2,1,1,2,80.0,1,3
4426,מבוא פלי''ם,5.0,0,2750000.0,2,1,1,2,2,125.0,1,6
4427,יהושע רבינוביץ,5.0,7,2190000.0,1,2,2,1,2,108.0,1,10
4428,שושן,4.0,0,1390000.0,2,2,2,2,2,92000.0,7,26
4429,דן 29,4.0,5,1430000.0,1,1,2,2,2,114.0,1,72
4430,שמעון פרס ,3.0,3,1130000.0,1,1,2,2,2,105.0,1,76
4431,"הל""ה 16",3.0,3,3900000.0,1,1,1,2,2,82.0,1,6
4432,החלוץ 10,7.0,0,7200000.0,1,1,1,2,2,200.0,8,6
4433,הקוממיות,4.0,0,1650000.0,2,1,1,1,2,270.0,3,58
4434,העצמאות,4.0,0,2570000.0,1,1,1,2,2,245.0,7,4
4435,ריחן,4.0,2,1200000.0,1,1,1,2,2,107.0,8,16
4436,יצחק בן צבי 27,4.0,22,2180000.0,1,2,2,2,2,115.0,1,19
4437,חטיבת אלכסנדרוני,4.0,4,1995000.0,1,1,2,1,2,130.0,1,48
4438,אנה פרנק ,4.0,2,2650000.0,1,1,2,2,2,140.0,1,48
4439,שמחה הולצברג,4.0,3,1520000.0,2,1,2,1,2,85.0,1,6
4440,יוסף הגלילי,4.0,1,2400000.0,2,1,2,2,2,117.0,1,1
4441,ארלוזורוב,4.0,2,2250000.0,1,1,2,1,2,90.0,1,1
4442,לילינבלום,5.0,7,1370000.0,1,1,2,2,1,130.0,1,78
4443,שרת,4.0,2,1200000.0,1,1,1,1,2,89.0,1,73
4444,סנהדרין,2.0,2,650000.0,1,2,1,1,2,54.0,1,23
4445,הרב כהנא,3.0,3,930000.0,1,2,1,2,2,77.0,1,13
4446,פלורנטין,4.0,3,3800000.0,1,1,1,2,1,140.0,1,3
4447,בן צבי יצחק 10,3.0,4,850000.0,2,2,1,1,2,70.0,1,7
4448,קיבוץ גלויות,3.0,3,750000.0,1,2,1,2,2,69.0,1,8
4449,הרב יוסף טולדנו,3.0,3,1990000.0,1,2,1,1,2,100.0,1,9
4450,כצנלסון,3.0,1,1575000.0,1,1,1,2,2,83.0,1,52
4451,ישורון,5.0,15,3150000.0,2,1,2,2,2,120.0,1,20
4452,רבי עקיבא,3.0,1,666000.0,2,2,1,1,2,50.0,1,23
4453,דרך שמשון,2.0,0,585000.0,1,2,1,2,2,45.0,1,23
4454,עין עבדת,4.0,3,1250000.0,1,1,2,2,2,118.0,1,13
4455,השומר,4.0,3,700000.0,1,1,1,2,2,90.0,1,11
4456,יוחנן הסנדלר,4.0,0,2500000.0,1,1,2,2,2,125.0,1,17
4457,עמיעוז,5.0,3,1180000.0,1,1,2,2,1,130.0,1,13
4458,עזה 52,3.0,1,2300000.0,2,1,2,1,1,70.0,1,3
4459,שושן צחור,3.0,2,1750000.0,1,2,2,2,2,74.0,1,75
4460,חתיבת יפתח,3.0,3,880000.0,1,1,1,1,1,72.0,1,26
4461,"רש""י",4.0,4,1410000.0,1,2,1,1,2,92.0,1,9
4462,הרצל,4.0,1,1500000.0,1,1,2,2,2,116.0,1,8
4463,ז'בוטינסקי,3.0,1,2650000.0,1,1,2,1,2,65.0,1,3
4464,אלנבי/גאולה,2.0,0,2800000.0,1,1,1,2,1,60.0,1,3
4465,בר כוכבא,5.0,0,5600000.0,1,1,1,1,1,150.0,7,3
4466,הגאון מוילנה,4.0,6,1920000.0,1,1,2,2,1,131.0,1,9
4467,איריס,4.0,4,1880000.0,2,1,2,1,2,124.0,1,84
4468,שדרות יוהנה ז'בוטינסקי,5.0,2,1250000.0,1,1,2,1,2,150.0,1,23
4469,חנקין יהושוע,4.0,3,870000.0,1,2,2,1,2,117.0,1,60
4470,יונתן נתניהו,4.0,2,1420000.0,1,2,2,2,2,120.0,1,13
4471,מקלף מרגכי,3.0,0,940000.0,2,1,2,2,2,76.0,7,23
4472,יונתן נתניהו,5.0,13,1750000.0,1,1,2,2,2,146.0,1,13
4473,ישראל גלילי,4.0,1,1190000.0,2,1,2,2,2,97.0,1,23
4474,על הנוף,6.0,0,3500000.0,1,1,1,2,2,700.0,5,383
4475,כליל החורש,4.0,3,880000.0,2,1,1,2,2,130.0,1,37
4476,נחושתן 490,3.0,2,950000.0,1,1,1,2,2,88.0,1,97
4477,הר אדיר,6.0,0,2500000.0,1,1,1,1,2,700.0,5,87
4478,הצוף,2.0,2,1125000.0,2,2,1,2,2,55.0,1,6
4479,אפרסמון,3.0,2,1270000.0,2,2,1,2,2,60.0,1,6
4480,אפרסמון,3.0,3,1300000.0,2,2,1,2,2,70.0,1,6
4481,הצוף,4.0,1,1490000.0,2,2,1,2,2,90.0,1,6
4482,ורדינון,4.0,1,1550000.0,2,2,1,2,2,95.0,1,6
4483,1,9.0,2,2000000.0,2,2,1,2,2,400.0,1,384
4484,שדרות הרצל,4.0,7,1000250.0,1,2,2,2,2,120.0,1,37
4485,בית יוסף 3/25,4.0,3,1200000.0,2,1,2,2,2,110.0,1,58
4486,לכיש,2.0,3,4950000.0,1,1,1,1,2,55.0,5,57
4487,זרח ברנט,5.0,1,1600000.0,2,1,1,2,2,108.0,1,19
4488,דרך הטייסים,3.0,2,835000.0,2,1,1,1,1,70.0,1,188
