,Street,Num of rooms,Floor,Price,Bars,Furniture,Elevator,Terrace,Parking,Size of house per mm,Numbers_for_Type_house_in_df,Numbers_for_Cities_in_df
18251,                    3                ,3.0,3,730000.0,1,1,1,1,2,83.0,1,23
18252,                    5                ,5.0,1,1900000.0,2,1,2,2,2,105.0,1,19
18253,                    גינת אגוז 5                ,5.0,4,1630000.0,2,1,2,2,2,120.0,1,53
18254,                    1                ,6.0,2,4750000.0,1,1,1,2,2,240.0,21,631
18255,                    קרל נטר 9                ,4.0,5,2350000.0,1,1,2,2,2,112.0,1,9
18256,                    כצנלסון                ,4.0,2,2420000.0,1,1,1,1,1,96.0,1,66
18257,                    5                ,5.0,6,3925000.0,1,1,2,2,2,113.0,1,66
18258,                    יהלום 34                ,5.0,0,3350000.0,2,1,1,1,1,144.0,21,14
18259,                    5                ,5.0,0,2850000.0,1,1,1,1,2,155.0,23,91
18260,                    אברהם שלום יהודה                ,3.0,1,1790000.0,2,1,1,2,1,70.0,1,6
18261,                    שלמה המלך                ,5.0,2,680000.0,1,1,1,1,1,110.0,1,37
18262,                    יצחק רבין                ,4.0,4,2780000.0,1,1,2,2,2,133.0,1,27
18263,                    5                ,5.0,6,2050000.0,1,1,2,2,2,130.0,1,73
18264,                    אלכסנדר זייד                ,5.0,1,1645000.0,1,1,1,1,2,120.0,7,11
18265,                    הרב קוק 11                ,4.0,1,2200000.0,1,1,2,2,1,103.0,1,19
18266,                    יצחק רבין                ,6.0,0,2600000.0,2,2,1,2,2,207.0,23,16
18267,"                    האר""י 26                ",5.0,1,4790000.0,1,1,1,2,1,120.0,23,6
18268,                    דון יצחק אברבנאל                ,5.0,7,2300000.0,1,1,2,2,2,120.0,8,19
18269,                    סמטת צמרות 6                ,4.0,17,4950000.0,1,1,2,2,2,147.0,22,21
18270,                    1                ,4.0,3,1590000.0,1,1,2,2,2,100.0,1,492
18271,                    דרך מנחם בגין 158                ,3.0,24,3500000.0,1,1,2,2,2,75.0,1,3
18272,                    הרב מרק 16                ,4.0,6,5260000.0,2,2,2,2,2,110.0,22,3
18273,                    קרקע מתוך 1                ,5.0,0,1930000.0,2,1,1,2,1,145.0,2,485
18274,                    שדרות הנשיא וייצמן 5                ,4.0,3,999000.0,1,1,1,1,2,123.0,1,16
18275,                    רבי יהודה הנשיא                ,4.0,4,1820000.0,1,1,2,2,2,90.0,1,19
18276,                    גורדון                ,5.0,2,3450000.0,1,1,2,2,2,103.0,1,66
18277,                    4                ,4.0,1,600000.0,1,1,1,1,1,86.0,1,68
18278,"                    רחבת חי""ל 9                ",2.0,3,518000.0,2,1,1,1,1,45.0,1,23
18279,                    הרב שלמה מכלוף אורגד 1                ,6.0,15,2950000.0,1,1,2,2,2,195.0,22,25
18280,                    הצפצפות 25                ,4.0,1,2250000.0,1,1,2,1,2,95.0,1,21
18281,                    העיר העתיקה 2                ,4.0,1,1450000.0,1,1,1,1,1,88.0,7,16
18282,                    2                ,2.0,0,1190000.0,2,1,1,2,2,60.0,7,82
18283,                    4                ,4.0,1,865000.0,1,1,1,2,1,107.0,1,92
18284,                    שדרות פנחס לבון 25                ,3.0,3,1080000.0,1,1,1,1,1,70.0,1,25
18285,                    כרמל 6                ,3.0,1,1240000.0,2,1,2,1,2,70.0,1,26
18286,                    מיכאל נאמן 26                ,4.0,11,6250000.0,1,2,2,2,2,125.0,1,3
18287,                    אגוז                ,5.0,10,9500000.0,1,1,2,2,2,390.0,22,4
18288,                    בר אילן 25                ,3.0,0,2790000.0,1,1,2,2,1,76.0,7,21
18289,                    3.5                ,3.0,3,900000.0,1,1,1,1,2,77.0,1,64
18290,                    מבצע סיני                ,2.0,2,1120000.0,1,1,1,1,1,52.0,1,17
18291,                    3                ,7.0,0,6500000.0,2,1,1,2,2,285.0,23,155
18292,                    אביטל 9                ,5.0,3,2850000.0,2,1,2,1,2,97.0,1,6
18293,                    5                ,5.0,4,5300000.0,2,1,1,2,2,125.0,1,3
18294,                    אריה לייב יפה                ,4.0,2,2420000.0,1,1,2,2,2,90.0,1,21
18295,                    הקוקיה 42                ,5.0,5,2450000.0,2,1,2,2,2,128.0,1,9
18296,                    הנביאים                ,5.0,3,2450000.0,1,1,2,2,2,115.0,22,10
18297,                    דרך חיים ברלב                ,3.0,2,1895000.0,1,1,2,2,2,65.0,1,3
18298,                    3                ,3.0,2,3850000.0,1,1,2,2,1,70.0,1,3
18299,                    פרומקין                ,4.0,6,2780000.0,1,1,2,2,2,125.0,22,25
18300,                    כרמיה                ,3.0,2,899000.0,1,1,1,1,1,80.0,1,11
18301,                    המייסדים                ,5.0,4,2350000.0,2,1,2,1,2,134.0,1,84
18302,                    2                ,4.0,6,2180000.0,1,1,2,2,2,96.0,1,20
18303,                    4                ,4.0,3,1550000.0,2,1,1,2,2,114.0,1,474
18304,                    אליהו הנביא                ,1.0,6,410000.0,1,1,2,1,1,46.0,1,23
18305,                    3                ,3.0,1,1785000.0,2,2,1,1,1,70.0,1,3
18306,                    4                ,4.0,4,1450000.0,2,1,2,2,2,100.0,1,76
18307,                    שדרות המעפילים 12                ,5.0,2,3490000.0,1,2,2,2,2,125.0,1,67
18308,                    4                ,4.0,3,2980000.0,2,1,2,2,2,126.0,1,48
18309,                    2.5                ,2.0,1,1150000.0,1,2,2,2,2,58.0,1,71
18310,                    1                ,5.0,0,2500000.0,1,1,1,2,1,173.0,21,184
18311,                    הנרי הרץ 7                ,3.0,1,1180000.0,2,1,1,2,2,72.0,1,26
18312,                    1                ,4.0,3,2570000.0,1,1,2,2,2,104.0,1,48
18313,                    דבורה                ,6.0,0,3300000.0,1,1,1,1,1,190.0,2,91
18314,                    סיוון                ,5.0,0,2750000.0,1,1,1,2,2,137.0,7,75
18315,                    4                ,4.0,1,2080000.0,2,1,2,1,2,90.0,7,25
18316,                    אלי כהן                ,5.0,6,4750000.0,2,1,2,2,2,125.0,1,3
18317,                    חיים יחיל                ,4.0,4,2800000.0,1,1,2,2,1,95.0,1,6
18318,                    4                ,4.0,17,1720000.0,1,1,2,2,2,110.0,22,16
18319,                    3 מתוך 3                ,2.0,3,650000.0,1,1,1,1,2,50.0,1,53
18320,                    אבני החושן                ,5.0,1,1595000.0,2,1,1,1,1,120.0,1,166
18321,                    הרצל 46                ,4.0,1,1130000.0,1,1,2,1,2,100.0,1,16
18322,                    חובבי ציון 34                ,5.0,0,1890000.0,2,1,1,2,1,160.0,2,16
18323,                    לאה                ,6.0,0,4150000.0,2,2,1,2,2,168.0,7,11
18324,                    5                ,5.0,5,3000000.0,1,1,1,2,2,165.0,22,84
18325,                    5                ,5.0,0,5000000.0,1,1,1,1,1,178.0,21,27
18326,                    יוסף                ,2.0,2,725000.0,1,1,1,2,1,73.0,1,11
18327,"                    אצ""ל 5                ",4.0,4,1900000.0,1,1,2,2,2,96.0,1,25
18328,                    1                ,4.0,4,2650000.0,1,2,2,2,2,280.0,22,111
18329,                    אמציה המלך                ,5.0,0,2690000.0,1,1,1,1,2,120.0,7,4
18330,                    3                ,3.0,17,1965000.0,2,2,2,2,2,85.0,1,9
18331,"                    גבעת כ""ח 7                ",6.0,2,4650000.0,1,2,1,2,1,173.0,8,3
18332,                    העצמאות                ,4.0,0,2620000.0,2,1,2,2,1,166.0,7,4
18333,                    הנמל 10                ,6.0,8,2600000.0,2,1,2,2,2,138.0,1,69
18334,                    3                ,3.0,3,1970000.0,1,1,2,2,2,78.0,1,9
18335,                    1                ,5.0,12,3250000.0,1,2,2,2,2,128.0,1,40
18336,                    4                ,4.0,4,3650000.0,1,1,2,1,2,105.0,1,3
18337,                    4                ,4.0,2,1197000.0,1,1,2,2,2,100.0,1,47
18338,                    גורקי 12                ,5.0,1,3599000.0,1,1,1,1,1,102.0,22,3
18339,                    שלמה סקולסקי                ,4.0,3,1179000.0,1,1,2,2,2,122.0,1,23
18340,                    2                ,7.0,0,6000000.0,2,2,1,2,2,320.0,23,71
18341,                    קרית שמונה                ,5.0,1,1740000.0,1,1,2,1,2,100.0,1,10
18342,                    ז'אן ז'ורס 31                ,4.0,4,1240000.0,2,2,1,1,1,83.0,1,11
18343,                    5                ,5.0,6,8500000.0,1,1,2,2,2,270.0,22,3
18344,                    שדרות הרב לוין                ,4.0,5,2300000.0,1,1,2,2,2,100.0,22,1
18345,                    4                ,4.0,6,2180000.0,1,2,2,2,2,103.0,1,67
18346,"                    מח""ל                ",4.0,1,2500000.0,2,2,2,2,2,115.0,1,3
18347,                    4                ,4.0,10,1990000.0,2,2,2,2,2,120.0,1,52
18348,                    שתולים                ,4.0,18,4490000.0,1,2,2,2,2,230.0,22,3
18349,                    לוטם                ,7.0,0,2150000.0,1,1,1,2,2,210.0,21,60
18350,                    הדודאים 5                ,5.0,14,1780000.0,1,1,2,2,2,116.0,1,16
18351,"                    הנצי""ב 9                ",3.0,2,810000.0,1,1,1,1,1,70.0,1,16
18352,                    1                ,4.0,3,2590000.0,1,2,2,2,2,120.0,1,75
18353,                    5                ,5.0,0,11000000.0,1,1,1,2,2,280.0,21,71
18354,                    3.5                ,3.0,0,2370000.0,1,1,1,2,1,95.0,8,3
18355,                    3                ,3.0,2,1550000.0,1,1,1,1,1,55.0,1,21
18356,                    מגדל דוד 23                ,5.0,9,2690000.0,1,2,2,2,2,130.0,1,75
18357,                    ז'בוטינסקי 16                ,3.0,2,479000.0,1,2,1,1,1,65.0,1,37
18358,                    יהודה הלוי 32                ,3.0,8,965000.0,2,1,2,2,2,85.0,1,13
18359,                    1                ,4.0,2,3000000.0,1,2,2,2,2,120.0,1,40
18360,                    5 מתוך 5                ,3.0,5,498000.0,2,1,1,1,1,53.0,1,87
18361,                    הרצל                ,2.0,0,650000.0,2,1,1,2,1,57.0,1,11
18362,                    שמחה ארליך                ,4.0,3,1380000.0,2,1,2,1,2,90.0,1,25
18363,                    דרך שמשון 24                ,3.0,4,630000.0,1,1,1,2,1,70.0,1,23
18364,                    אבטליון 111                ,4.0,2,2390000.0,1,1,1,1,1,90.0,1,1
18365,                    3 מתוך קרקע                ,4.0,3,1250000.0,1,1,2,1,2,110.0,1,53
18366,                    חוט השני 1                ,6.0,16,4650000.0,2,2,2,2,2,190.0,22,16
18367,                    לבונה 7                ,5.0,2,2640000.0,1,1,1,2,2,147.0,1,75
18368,                    קרקע מתוך קרקע                ,9.0,0,7300000.0,1,1,1,1,2,1000.0,23,44
18369,                    6                ,6.0,0,4200000.0,2,2,1,2,2,375.0,23,11
18370,                    שדרות מקס ואמפרו שיין 11                ,5.0,2,2585000.0,2,1,2,2,2,130.0,1,14
18371,                    שיזף 4                ,6.0,5,3280000.0,1,1,2,2,2,152.0,1,52
18372,                    הברוש 18                ,6.0,0,9500000.0,1,1,1,2,2,145.0,2,9
18373,                    רשפים 7                ,6.0,2,2890000.0,1,1,1,2,2,180.0,8,3
18374,                    מגורי חיים כהן 1                ,5.0,1,2000000.0,1,1,1,2,2,118.0,1,25
18375,"                    האר""י 22                ",4.0,5,1470000.0,1,1,2,1,2,100.0,1,25
18376,                    חביבה רייק                ,4.0,2,755000.0,1,2,1,1,1,80.0,1,23
18377,                    5                ,5.0,12,2090000.0,1,1,2,2,2,126.0,1,134
18378,                    אברהם עופר 11                ,4.0,2,1600000.0,1,1,2,1,2,100.0,1,4
18379,"                    דרך פיק""א                ",4.0,3,1299000.0,2,2,1,1,2,100.0,1,11
18380,                    משעול השומרונים 7                ,6.0,0,2050000.0,1,2,1,2,2,143.0,23,97
18381,                    קרקע מתוך קרקע                ,5.0,0,13000000.0,1,1,2,1,2,300.0,23,40
18382,                    6                ,6.0,1,5250000.0,1,1,1,1,1,186.0,22,3
18383,                    אלי כהן 27                ,4.0,6,1890000.0,1,1,2,2,2,110.0,1,17
18384,                    שדרות מנחם בגין                ,3.0,0,1670000.0,2,2,2,2,2,75.0,7,16
18385,                    5                ,5.0,2,5500000.0,1,1,2,2,1,145.0,1,3
18386,                    4                ,4.0,5,1450000.0,1,1,2,2,2,86.0,1,480
18387,                    יהודה הלוי 34                ,5.0,2,2890000.0,1,2,2,2,2,120.0,1,21
18388,                    הדקלים                ,6.0,0,1890000.0,1,2,1,2,2,163.0,2,72
18389,                    אלוף רחבעם זאבי 7                ,4.0,3,2190000.0,2,1,2,2,2,118.0,1,19
18390,                    5                ,5.0,3,6900000.0,1,1,1,1,1,615.0,23,71
18391,                    10                ,10.0,0,5690000.0,1,2,1,2,2,400.0,21,108
18392,                    שדרות דוד המלך 20                ,2.0,0,2620000.0,1,1,1,1,1,42.0,1,3
18393,                    4                ,4.0,4,1250000.0,1,1,2,2,2,110.0,1,57
18394,                    6.5                ,6.0,1,1670000.0,2,2,2,2,2,220.0,1,293
18395,                    אלפסי                ,3.0,1,710000.0,2,2,1,1,1,76.0,1,23
18396,                    השבעה                ,3.0,1,599000.0,1,2,1,1,2,65.0,1,78
18397,                    הארז 28                ,6.0,0,1950000.0,2,1,1,1,2,145.0,23,78
18398,                    רמת ים 50                ,3.0,6,5100000.0,1,1,2,2,2,63.0,1,21
18399,                    אירוס הארגמן                ,4.0,2,1580000.0,1,1,1,2,2,90.0,22,25
18400,                    שפרעם 3                ,1.0,0,420000.0,1,2,1,1,1,29.0,1,11
18401,                    משה חיים שפירא                ,2.0,1,620000.0,1,1,1,1,1,55.0,1,11
18402,"                    החיד""א 4                ",4.0,6,879000.0,2,1,2,2,2,92.0,1,23
18403,                    סיוון                ,4.0,0,2400000.0,1,1,1,1,2,137.0,7,4
18404,                    משה אבן עזרא 5                ,4.0,1,1940000.0,1,2,2,2,2,136.0,1,4
18405,                    5                ,5.0,10,1720000.0,1,2,2,2,2,158.0,1,23
18406,                    בעל השאילתות                ,4.0,1,2350000.0,2,1,1,1,1,80.0,1,6
18407,"                    ד""ר גרשון ציפר 4                ",3.0,2,1150000.0,2,1,2,1,1,100.0,1,11
18408,                    כלניות 12                ,4.0,0,2130000.0,1,1,1,1,1,100.0,7,11
18409,                    4                ,4.0,6,4000000.0,1,1,2,1,2,130.0,22,17
18410,                    4                ,4.0,6,1400000.0,1,1,2,1,1,117.0,1,97
18411,"                    אלופי צה""ל 33                ",5.0,8,2890000.0,1,1,2,2,1,142.0,22,10
18412,                    שדרות הציונות 75                ,4.0,11,1650000.0,1,1,2,2,2,115.0,1,13
18413,                    נתן שוורץ 2                ,3.0,4,950000.0,2,1,1,1,2,68.0,1,26
18414,                    4                ,4.0,1,1100000.0,1,1,2,2,2,107.0,1,98
18415,                    העסקן                ,4.0,5,2600000.0,2,1,2,2,2,85.0,1,6
18416,                    רופין                ,3.0,0,3190000.0,1,1,1,1,1,70.0,1,3
18417,                    1                ,5.0,0,4050000.0,1,1,1,2,2,170.0,21,492
18418,                    שדרות ניצה                ,6.0,16,10000000.0,1,2,2,2,2,390.0,8,25
18419,                    5                ,5.0,0,3000000.0,2,2,2,2,2,128.0,7,19
18420,                    חטיבת אלכסנדרוני 24                ,5.0,4,1830000.0,1,1,2,2,2,142.0,1,25
18421,                    3                ,3.0,2,1020000.0,2,1,1,1,1,60.0,1,7
18422,                    ערבי נחל 13                ,5.0,14,3890000.0,1,1,2,2,2,125.0,1,66
18423,                    בית הערבה                ,5.0,1,4160000.0,2,2,1,2,2,130.0,1,6
18424,                    יהודה בורלא 16                ,5.0,1,5250000.0,2,2,1,1,2,149.0,7,6
18425,                    בר כוכבא 73                ,4.0,2,820000.0,1,1,1,2,2,128.0,1,37
18426,                    שלום עליכם                ,4.0,5,1380000.0,1,1,2,2,2,103.0,22,78
18427,                    1                ,4.0,7,1000000.0,1,2,2,2,2,115.0,1,60
18428,                    וייצמן 67                ,5.0,5,1730000.0,1,1,2,2,2,125.0,1,8
18429,                    1                ,4.0,0,1500000.0,1,1,1,2,2,115.0,21,632
18430,                    7                ,7.0,0,8300000.0,1,1,1,1,1,400.0,23,91
18431,                    יחזקאל הנביא                ,3.0,1,1595000.0,1,1,2,1,2,100.0,1,32
18432,                    5                ,5.0,6,2050000.0,2,1,2,2,2,130.0,1,73
18433,                    התנאים                ,5.0,8,4050000.0,1,1,2,2,2,138.0,1,21
18434,                    המעפילים                ,4.0,0,2090000.0,1,1,1,1,1,80.0,7,19
18435,                    סוקולוב                ,5.0,3,1195000.0,1,1,2,2,2,156.0,1,78
18436,                    יהודה בורלא                ,4.0,1,4150000.0,2,2,2,1,2,120.0,1,3
18437,                    הרב יעקב ברמן 12                ,4.0,2,2600000.0,1,1,2,2,1,117.0,1,14
18438,                    יודפת                ,3.0,1,625000.0,2,2,1,2,1,65.0,1,11
18439,                    הפטל                ,4.0,1,1580000.0,2,1,2,2,2,130.0,1,72
18440,                    ה' באייר                ,4.0,4,1920000.0,1,2,2,2,2,165.0,8,134
18441,                    יצחק בן צבי                ,5.0,20,2350000.0,1,1,2,2,2,230.0,8,23
18442,                    3                ,3.0,5,2490000.0,1,1,2,2,2,80.0,1,6
18443,                    העצמאות                ,3.0,5,1570000.0,1,1,2,2,2,90.0,1,134
18444,                    5                ,5.0,2,3175000.0,1,1,2,1,2,125.0,1,21
18445,                    אינטרנשיונל 26                ,3.0,1,1110000.0,2,1,1,1,1,70.0,1,11
18446,                    קרקע מתוך קרקע                ,4.0,0,1320000.0,1,1,1,2,1,370.0,23,485
18447,                    5                ,5.0,16,3350000.0,1,1,2,2,2,178.0,1,4
18448,                    1                ,4.0,4,2360000.0,1,1,2,2,2,106.0,1,48
18449,                    1                ,6.0,0,3390000.0,1,1,1,2,2,148.0,23,213
18450,                    אלתר מיהוד 8                ,6.0,6,3390000.0,2,2,2,2,2,220.0,22,19
18451,                    4 מתוך 4                ,3.0,4,1240000.0,1,2,2,2,2,91.0,1,485
18452,                    4                ,4.0,2,1290000.0,1,2,2,2,2,140.0,1,47
18453,                    4                ,4.0,6,1800000.0,1,1,2,1,2,98.0,1,52
18454,                    מצדה                ,3.0,1,3149996.0,1,1,1,1,1,60.0,1,3
18455,                    צבי אפל 1                ,3.0,1,1280000.0,2,1,1,1,1,55.0,1,14
18456,                    המרגלית                ,4.0,3,1420000.0,1,1,1,1,1,95.0,1,6
18457,                    מבצע נחשון 48                ,4.0,3,780000.0,2,2,1,2,1,87.0,1,23
18458,                    חטיבת עציוני                ,3.0,1,1050000.0,1,1,1,2,2,85.0,1,103
18459,                    זלמן ארן 7                ,4.0,6,1670000.0,2,1,2,2,1,110.0,1,4
18460,                    ניסנבוים 5                ,3.0,5,970000.0,2,1,2,1,1,70.0,1,11
18461,                    שלום הגליל                ,4.0,1,950000.0,1,1,1,1,2,106.0,1,85
18462,                    יוסף חכמי                ,4.0,3,2800000.0,2,1,2,2,2,100.0,22,6
18463,                    4                ,4.0,6,2050000.0,1,2,2,2,2,125.0,1,97
18464,                    6                ,6.0,0,4450000.0,1,1,1,2,2,295.0,21,9
18465,                    חביבה רייק                ,2.0,2,605000.0,2,2,1,1,1,50.0,1,23
18466,                    שמואל הנביא 8                ,3.0,3,599000.0,1,1,1,1,1,63.0,1,58
18467,                    שדרות רפאל סויסה 25                ,4.0,1,2200000.0,1,1,2,2,2,112.0,1,35
18468,                    6                ,6.0,0,2700000.0,2,1,1,1,1,165.0,7,4
18469,                    מנחם ארבר                ,5.0,7,3400000.0,1,1,2,2,2,127.0,1,3
18470,                    צפניה                ,4.0,0,2590000.0,2,1,1,1,1,115.0,2,19
18471,                    מעלה הגת 13                ,5.0,1,1630000.0,2,2,2,2,2,147.0,1,13
18472,                    שדרות קדש 9                ,5.0,7,1600000.0,1,1,2,2,2,150.0,1,13
18473,                    העבודה                ,3.0,2,3600000.0,1,2,1,1,1,62.0,1,3
18474,                    4                ,4.0,9,8500000.0,1,1,2,2,2,230.0,8,3
18475,                    אלכסנדר זייד                ,6.0,3,1800000.0,1,1,2,2,2,100.0,1,11
18476,                    כרמי 7                ,3.0,1,1100000.0,2,1,1,2,1,75.0,1,11
18477,                    רופין                ,3.0,3,5250000.0,1,2,2,2,2,82.0,1,3
18478,                    מאיר בר אילן 10                ,2.0,1,1500000.0,2,2,1,1,1,55.0,1,7
18479,                    אחד העם 18                ,4.0,3,1330000.0,1,1,2,2,2,115.0,1,16
18480,                    חיים ברלב                ,4.0,2,1260000.0,2,1,1,2,2,90.0,1,11
18481,                    6                ,6.0,7,6650000.0,1,1,1,1,2,175.0,1,3
18482,                    אנסקי                ,7.0,0,4000000.0,1,1,1,2,1,150.0,7,3
18483,                    כנפי נשרים                ,3.0,1,2150000.0,1,1,1,1,1,86.0,1,1
18484,                    קרקע מתוך קרקע                ,4.0,0,615000.0,1,1,1,1,1,100.0,7,261
18485,                    המשוררת רחל                ,7.0,0,4890000.0,1,1,2,1,2,156.0,7,21
18486,                    4                ,4.0,1,1190000.0,1,1,1,1,2,88.0,1,16
18487,                    משה רחמילביץ' 167                ,5.0,2,2250000.0,2,1,1,2,2,115.0,1,6
18488,                    צבי הירשפלד                ,4.0,5,1900000.0,1,1,2,1,2,100.0,1,9
18489,                    שדרות רוטשילד 17                ,3.0,5,7750000.0,2,2,2,2,2,143.0,1,3
18490,                    בצלאל 31                ,5.0,21,1880000.0,1,2,2,2,2,184.0,22,23
18491,                    2                ,2.0,1,1150000.0,1,1,1,1,1,50.0,1,25
18492,                    4                ,4.0,1,1450000.0,1,1,2,1,2,92.0,1,25
18493,                    6                ,6.0,0,5800000.0,1,1,1,2,2,250.0,23,71
18494,                    יצחק רגר 142                ,4.0,2,1150000.0,2,2,1,1,1,90.0,1,23
18495,                    נרקיס 4                ,4.0,0,1790000.0,2,1,1,1,1,110.0,7,26
18496,                    5                ,5.0,0,2470000.0,1,1,1,2,2,138.0,23,213
18497,                    פרופ' אהרון צ'חנובר                ,5.0,9,4150000.0,2,1,2,2,2,160.0,8,14
18498,                    1                ,4.0,2,1300000.0,1,1,1,2,1,111.0,8,358
18499,                    אחד העם 6                ,7.0,1,2800000.0,2,2,1,2,2,330.0,7,37
18500,                    חיים משה שפירא                ,5.0,0,4500000.0,2,2,1,2,2,175.0,21,16
18501,"                    החי""ל 52                ",6.0,0,3300000.0,2,1,1,2,1,160.0,21,6
18502,                    שמעון בן צבי 29                ,3.0,6,2900000.0,1,1,2,2,2,80.0,1,66
18503,                    דוד ניב                ,4.0,1,1130000.0,2,1,2,2,2,123.0,1,23
18504,                    3                ,3.0,4,1670000.0,2,1,1,1,1,55.0,1,6
18505,                    ניסים אלוני 4                ,3.0,14,5200000.0,2,2,2,2,2,93.0,1,3
18506,                    אורטל                ,8.0,0,5100000.0,1,1,1,2,2,280.0,23,9
18507,                    פראנקל                ,7.0,10,7450000.0,1,1,2,2,2,178.0,22,3
18508,                    עכו 36                ,6.0,0,2275000.0,2,1,1,1,2,174.0,23,23
18509,                    שדרות מנחם בגין                ,4.0,2,2300000.0,1,1,2,2,2,105.0,1,35
18510,                    יצחק שדה 6                ,5.0,13,3550000.0,1,1,2,2,2,135.0,1,17
18511,                    4                ,4.0,2,3200000.0,1,1,1,2,1,100.0,1,6
18512,                    שדרות הדקל 15                ,3.0,4,1350000.0,2,1,2,1,2,75.0,1,32
18513,                    4                ,4.0,2,520000.0,1,1,1,1,1,96.0,1,68
18514,                    אסר 17                ,6.0,0,1950000.0,2,2,1,1,2,155.0,21,23
18515,                    דרך עכו חיפה                ,3.0,3,698000.0,1,1,1,1,2,65.0,1,72
18516,                    3                ,3.0,1,1150000.0,1,1,1,2,1,80.0,1,82
18517,                    רבי בנימין 13                ,5.0,5,3250000.0,1,1,2,1,2,117.0,1,6
18518,                    שדרות בן צבי 37                ,4.0,2,3550000.0,1,1,2,2,2,110.0,1,6
18519,                    מזל אריה                ,5.0,0,8500000.0,1,1,1,2,1,160.0,7,3
18520,                    השוק 45                ,3.0,3,3500000.0,1,1,2,2,1,111.0,22,3
18521,                    3                ,3.0,8,5290000.0,1,1,2,2,2,106.0,22,3
18522,                    8                ,8.0,0,2290000.0,2,1,1,2,2,280.0,23,98
18523,                    ח.מ. שפירא 28                ,4.0,4,1095000.0,1,2,1,1,2,100.0,1,13
18524,                    1                ,4.0,4,2410000.0,1,2,2,2,2,106.0,1,41
18525,                    אדר 2                ,3.0,3,1670000.0,1,1,2,2,2,90.0,1,4
18526,                    הר סיני 8                ,4.0,6,1520000.0,1,1,2,2,2,133.0,1,22
18527,                    חנה סנש 20                ,3.0,5,1550000.0,1,1,2,2,2,110.0,1,11
18528,                    ראש פינה 8                ,4.0,3,1970000.0,1,1,1,1,2,110.0,1,21
18529,                    שלמה המלך 16                ,4.0,1,1090000.0,1,2,2,2,2,93.0,1,58
18530,                    שדרות גושן 76                ,3.0,2,935000.0,2,2,1,1,2,98.0,1,64
18531,                    4                ,4.0,6,1185000.0,1,1,2,2,2,120.0,1,23
18532,                    5.5                ,5.0,1,1150000.0,1,1,1,1,1,95.0,1,103
18533,                    האשל                ,5.0,1,2990000.0,1,1,2,2,2,115.0,1,1
18534,                    החרמון                ,3.0,0,1420000.0,2,2,1,2,2,70.0,7,10
18535,                    העליה 6                ,4.0,3,1150000.0,1,1,2,2,2,124.0,1,60
18536,                    רבקה 22                ,4.0,5,3200000.0,1,1,2,2,1,110.0,22,6
18537,                    שדרות מוצקין                ,3.0,0,3100000.0,2,1,1,1,1,55.0,1,3
18538,                    2                ,2.0,3,3250000.0,1,1,2,1,1,45.0,1,3
18539,                    5                ,5.0,1,3970000.0,1,1,2,2,2,125.0,7,84
18540,                    3                ,3.0,0,460000.0,1,1,1,1,1,80.0,1,68
18541,                    יהודה הלוי                ,3.0,2,1480000.0,1,1,2,1,2,90.0,1,25
18542,                    קרקע מתוך 2                ,6.0,0,1595000.0,1,1,1,1,2,167.0,7,60
18543,                    שדרות לכיש                ,3.0,3,730000.0,1,1,1,1,1,64.0,1,58
18544,                    שדרות ששת הימים                ,1.0,0,1230000.0,2,1,1,1,1,36.0,1,3
18545,                    בית הלל                ,5.0,3,4900000.0,1,1,2,2,2,107.0,1,3
18546,                    1                ,3.0,0,670000.0,1,1,1,2,1,104.0,1,60
18547,                    אהרון לובלין 39                ,4.0,3,1370000.0,2,1,1,2,2,102.0,8,26
18548,                    הרב קוק 10                ,4.0,5,1350000.0,1,1,2,1,2,119.0,1,26
18549,                    גבע 4                ,4.0,7,4850000.0,1,1,2,2,2,125.0,8,66
18550,                    חזקיהו המלך                ,3.0,2,2350000.0,1,1,1,2,1,57.0,1,6
18551,                    7                ,7.0,0,2500000.0,2,1,1,2,2,180.0,2,464
18552,                    3.5                ,3.0,2,650000.0,2,1,1,1,2,83.0,1,143
18553,                    3 מתוך 4                ,3.0,3,820000.0,2,1,1,2,2,75.0,1,485
18554,                    משה סנה 4                ,4.0,1,3000000.0,1,1,2,1,2,115.0,1,3
18555,                    5                ,5.0,3,3100000.0,2,1,2,2,2,117.0,1,84
18556,                    הראשונים 6                ,3.0,2,810000.0,1,2,1,1,1,75.0,1,57
18557,                    4                ,4.0,7,2490000.0,2,1,2,1,2,120.0,1,27
18558,                    יעקב סלע 9                ,4.0,9,3075000.0,1,1,2,2,2,180.0,22,3
18559,                    הרעות                ,4.0,3,2260000.0,1,1,2,2,2,114.0,1,84
18560,                    גנרל פייר קניג 1                ,5.0,3,2480000.0,2,1,1,2,2,94.0,1,6
18561,                    שלמה תוסיה כהן                ,3.0,2,2690000.0,1,1,2,2,2,75.0,1,6
18562,                    שיקמה 5                ,5.0,1,2500000.0,2,2,1,2,2,164.0,8,26
18563,                    עין נטפים 6                ,3.0,4,1230000.0,2,2,2,1,2,90.0,1,97
18564,                    2                ,6.0,0,3050000.0,1,1,1,2,2,270.0,23,135
18565,                    הגליל                ,4.0,1,1590000.0,1,1,2,1,1,100.0,7,11
18566,                    תנחום 2                ,4.0,3,1950000.0,1,1,2,2,2,97.0,1,9
18567,                    הרב יצחק נסים                ,4.0,2,1990000.0,2,1,2,2,2,92.0,1,10
